,userID,tag,content,date,year,label
1450,cookiecloud,推,奶子就是要越大越好，扁奶滾啦幹,06/15,2022.0,2
1451,hesza,→,真正共存,05/01,2022.0,0
1452,zark07222,→,沒奶子也沒屁股，一群智障台女,05/10,2022.0,2
1453,boringuy,推,跟團也都各走各的，等到發現找不到人早,03/28,2022.0,0
1454,cookiecloud,噓,都扁奶選個屁啦幹,07/18,2022.0,2
1455,s9234032,→,瘦皮猴 t_t,09/15,2021.0,2
1456,scum5566,→,媽媽你自己沒奶子嗎,10/01,2021.0,2
1457,sk050607,推,龍妹超多人追的..，醒醒..,11/26,2021.0,1
1458,JamesChan51,推,瘦皮猴一隻也敢學人砸店，笑死,09/05,2021.0,2
1459,aa384756,→,自己沒錢又醜又肥,12/19,2021.0,1
1460,david12763,→,排骨台女不太好看其實，雖然真D瘦,07/20,2022.0,2
1461,terry955048,→,屁股超塌..標準沒運動亞洲女身材,12/02,2022.0,2
1462,jokc7839,推,中國女生是過瘦 一堆竹竿身材 她們卻覺,07/19,2022.0,2
1463,Asbtt,→,肥台男，殊不知根本沒人要臭醜肥酸!,04/13,2022.0,1
1464,garry0403,推,Pr10龍妹可能還有50分 pr10的男生大概,09/16,2021.0,1
1465,WilliamXZ,推,這種的才頂 乾癟鳥仔腳不如去啃甘蔗,07/08,2022.0,2
1466,elzohar,→,續與俄羅斯進行貿易  <-機翻的標題,04/08,2022.0,0
1467,loom0et0bust,噓,打不贏加入就好，反正矮醜死肥宅也,08/15,2022.0,1
1468,Tahuiyuan,→,又鳥仔腳卻豐滿的，幾乎都是人工貨。,10/10,2022.0,2
1469,Raphael7725,→,沒臉沒奶沒腰,04/05,2022.0,2
1470,steven12615,噓,蔡母豬跟這肥婆部長要下台了沒,07/21,2022.0,1
1471,bernon,噓,"沒臉,也沒奶, 0",06/06,2022.0,2
1472,asd810733,推,就算是醜龍妹遮住臉露個奶搞不好就上萬,10/04,2021.0,1
1473,noah23,→,台女啊 又肥又醜卻怪別人,01/23,2022.0,1
1474,acxsport,推,笑死,09/07,2022.0,0
1475,hong414,→,老實說是中國關係 他們那邊上空不正常,08/30,2022.0,0
1476,glacialfire,→,這種你要怎麼說,09/07,2022.0,0
1477,ispy03532003,推,鄭捷那種瘦皮猴哪可能打的過,03/01,2022.0,2
1478,owo0204,→,什麼酒鬼 爛賭鬼  胖子  窮酸猴子  醜男,08/15,2022.0,2
1479,Messi100,噓,看到某憂鬱症網紅買新房 也得憂鬱症了?,01/11,2023.0,0
1480,poqwiuer,噓,有個瘦皮猴拿槍就把館長打趴在地上,09/16,2021.0,2
1481,tainansausag,推,屌打一堆鳥仔腳 一堆白鷺鷥看了就噁,05/01,2022.0,2
1482,asd01248967,→,完全看場面情勢來用，所以風向變來變,01/12,2021.0,0
1483,alex00089,→,鳥仔腳真的囧,02/27,2022.0,2
1484,koromo1991,→,龍妹我OK啊 但是她不行,10/03,2021.0,1
1485,Noopsfilm,推,說腿粗的是不是只在網路生活 笑死人,05/20,2022.0,0
1486,byguy321,推,長得醜的肥宅甲根本不擔心,06/24,2022.0,1
1487,tt7642,→,，身體都瘦巴巴弱不禁風，蛋白質吃太少,08/31,2022.0,2
1488,yzelly,→,胖子就胖子，殺小矮壯型,09/15,2022.0,1
1489,Mcnair,推,應該是個龍妹吧，正妹的話早撲上去了,02/02,2022.0,1
1490,mobyshin,噓,沒奶 整形失敗韓國臉 沒尻,01/26,2022.0,2
1491,EvilPrada,噓,又肥又醜又壞心  沒救了,10/07,2021.0,1
1492,MK47,→,古代飢荒瘦的跟骨頭一樣 還能逃難說,08/03,2022.0,2
1493,louis5265,→,龍妹自以為很正，反而會脫口罩,09/26,2022.0,1
1494,jeff830603,推,6000次碾壓好嗎...,09/21,2022.0,0
1495,rex9999,噓,「女生沒奶就像男生沒錢」這句話記好了,09/26,2021.0,2
1496,Sabo5566,推,醜臭禿肥啊,09/27,2021.0,1
1497,j32072,推,怎那麼慘 沒奶也沒屁股,01/10,2022.0,2
1498,JustIam,→,八國裡面肯定不會有中國,02/26,2022.0,0
1499,Dillon0801,推,這就叫理直氣狀 塔綠班誰敢出來接球,08/26,2022.0,0
