,sentene,label,comprehensive,predicted,response
1164,還很愛對路過的女生品頭論足，胖的醜,1,1,1,文章涉及身體羞辱的歧視。
1165,你以為龍妹看得上你？,1,1,0,未涉及歧視。
1166,水桶腰,1,1,0,未涉及歧視。
1167,沒奶子又長得醜 跟你哭只想給她兩巴掌,1,1,0,未涉及歧視。
1168,台灣一堆扁奶怪，個性又機歪,2,1,0,未涉及歧視。
1169,還真敢講,0,0,1,文章涉及身體羞辱的歧視。
1170,反惡魔旅館不是應該po 紙片人系列,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1171,對又醜又肥又臭又髒的當然沒感覺,1,1,1,文章涉及了身體羞辱的歧視。
1172,肥婆國師會吧,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1173,我覺得謝忻還比較丟臉，阿翔不帥又瘦皮猴,2,1,1,這篇文章涉及了身體羞辱的歧視。
1174,支那賤種超愛外遇肥婆,1,1,0,未涉及歧視。
1175,真的就技術問題，這題還能55波也是神奇,0,0,3,很抱歉，我无法回答这个问题，因为没有提供文章的内容。
1176,誰要找醜又沒$的，還沒奶就更慘,2,1,1,文章涉及身體羞辱的歧視。
1177,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1178,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1179,超越馬英九的 必蔡英文,0,0,1,文章涉及身體羞辱的歧視。
1180,山豬寶寶：好冷 胖叔叔救我 然後就被烤,1,1,0,未涉及歧視。
1181,沒po照片，沒奶照，還想要風向，當網,2,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到了對網友的評論，這些評論可能會讓網友產生身體羞愧感。因此，根據身體羞辱定義，這篇文章涉及了有關於身體羞辱的歧視。
1182,鳥仔腳，我不行,2,1,0,未涉及歧視。
1183,你初戀扁奶，可憐,2,1,0,未涉及歧視。
1184,舔起來，党的懶趴又香又甜,0,0,3,根據身體羞辱定義，“舔起來，党的懶趴又香又甜”可能涉及有關於身體羞辱的歧視。文章中的“舔起來”和“懶趴又香又甜”可能被理解为对某人的外貌或身体特征的贬低或嘲笑，这可能会引起被侮辱者的身體羞愧感。因此，文章可能涉及有關於身體羞辱的歧視。
1185,不該 難道你想看龍妹服務生?,1,1,1,文章涉及身體羞辱的歧視。
1186,又肥又醜 肛門跟嘴巴都很會噴屎,1,1,1,這篇文章涉及身體羞辱的歧視。
1187,"""一團肉""，能貴到哪裡? 為何能跟各類的",0,0,1,文章涉及身體羞辱的歧視。
1188,你覺得醜就不能上街 那肥宅全部去自殺,1,1,1,文章涉及了身體羞辱的歧視。
1189,矮秃肥老醜窮包莖短屌洋人　都贏各位,1,1,1,這篇文章涉及身體羞辱的歧視。
1190,禿醜矮胖窮，哪一個比較差？,1,1,1,這篇文章涉及身體羞辱的歧視。
1191,其實我不懂英女王的喪禮已經變成限時景點,0,0,0,未涉及歧視。
1192,太胖了吧 你胖的像豬,1,1,1,文章涉及身體羞辱的歧視。
1193,只有龍妹 樓下常約,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1194,沒奶子也想,2,1,0,未涉及歧視。
1195,加油  勞工權益第一炮,0,0,1,這篇文章涉及身體羞辱的歧視。
1196,大,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
1197,肚子肉擠出來了,0,0,0,未涉及歧視。
1198,台大馬偕不做是故意想搞阿北？,0,0,0,未涉及歧視。
1199,龍妹溫和不打你，正妹生氣會打人，你選？,1,1,1,這篇文章涉及了身體羞辱的歧視。
1200,左二沒奶子滾喇幹,2,1,0,未涉及歧視。
1201,老早就不是了 你活在哪個年代?,0,0,1,文章涉及有關於身體羞辱的歧視。
1202,而已,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
1203,小腿太粗了,1,1,0,未涉及歧視。
1204,朝聖17.2，8,0,0,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。
1205,那胖子是內外都醜陋 嘔嘔嘔嘔嘔,1,1,1,這篇文章涉及身體羞辱的歧視。
1206,在路上看到都瘦巴巴的,2,1,0,未涉及歧視。
1207,2010 神豬被開槍時 流彈打死一個流浪漢,1,1,0,未涉及歧視。
1208,全世界共同找一個小島讓甲甲建國,0,0,0,未涉及歧視。
1209,但背面那張一堆屁股也太塌了,2,1,1,该文章涉及了身體羞辱的歧視。
1210,反觀八卦版死肥豬,1,1,1,文章涉及身體羞辱的歧視。
1211,瘦扁奶 幹骨頭就是爽,2,1,0,未涉及歧視。
1212,扁奶怪,2,1,1,這篇文章涉及身體羞辱的歧視。
1213,上任前就知糖衣毒藥 現在惡果來了才要,0,0,1,文章涉及身體羞辱的歧視。
1214,popping 你紙片人喔,2,1,0,未涉及歧視。
1215,紙片人跟撞桌角差不多,2,1,0,未涉及歧視。
1216,腿粗的喜歡穿黑絲高跟，像滷豬腳,1,1,0,未涉及歧視。
1217,沒臉沒奶的不會跳舞 紅不起來,2,1,1,這篇文章涉及身體羞辱的歧視。
1218,阿勇你的手指肥肥的,1,1,0,未涉及歧視。
1219,價物價比真的,0,0,1,文章涉及身體羞辱的歧視。
1220,死肥豬掛了而已,1,1,1,文章涉及身體羞辱的歧視。
1221,其實龍妹相處起來常常比正妹感覺好耶,1,1,0,未涉及歧視。
1222,來演喜劇片嗎,0,0,1,根據身體羞辱定義，“來演喜劇片嗎”可能涉及身體羞辱的歧視。這句話中的“來演喜劇片嗎”可以被理解為對某人外貌或身材的嘲笑或嘲弄，這些嘲笑或嘲弄可能會讓被嘲弄者產生身體羞愧感。因此，根據身體羞辱定義，“來演喜劇片嗎”可能涉及身體羞辱的歧視。
1223,那三張都沒奶子,2,1,0,未涉及歧視。
1224,死胖子 滾,1,1,0,未涉及歧視。
1225,圖片是正妹，來的是龍妹,1,1,1,文章涉及身體羞辱的歧視。
1226,都沒有 難怪被法律系的綠共玩爽爽,0,0,1,文章涉及身體羞辱的歧視。
1227,這肥婆是誰,1,1,0,未涉及歧視。
1228,ㄏㄏ瘦皮猴養成日記,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1229,那邊一堆追焦跟壓車仔,0,0,0,未涉及歧視。
1230,雙標到笑出來,0,0,1,這篇文章涉及身體羞辱的歧視。
1231,幹 好醜好肥 這誰啊,1,1,1,這篇文章涉及身體羞辱的歧視。
1232,T-Mac 你...（錯,0,0,1,文章涉及身體羞辱的歧視。
1233,看起來就是沒被照顧好 瘦巴巴的,2,1,1,文章涉及了身體羞辱的歧視。
1234,:本人出來爆掛 這才是八卦版!,0,0,1,這篇文章涉及了身體羞辱的歧視。
1235,醜 沒奶,2,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中使用了“丑”和“没奶”等詞語，這些詞語可能讓讀者產生身體羞愧感。因此，這篇文章涉及了身體羞辱的歧視。
1236,死而復活、死而無憾,0,0,1,文章涉及身體羞辱的歧視。
1237,是不會用學姐的肥皂擦屁股嗎,0,0,1,文章涉及身體羞辱的歧視。
1238,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1239,醜噁肥男,1,1,1,文章涉及身體羞辱的歧視。
1240,看體重啦 一堆瘦皮猴拉很多下自以為很強,2,1,0,未涉及歧視。
1241,龍妹,1,1,1,根據身體羞辱定義，龍妹的文章涉及了身體羞辱的歧視。
1242,12盤真的是肥宅之恥....吃這點也能胖?,2,1,1,文章涉及了身體羞辱的歧視。
1243,沒奶還穿殺小胸罩 滾,2,1,0,未涉及歧視。
1244,奶子越大越好，扁奶滾啦幹,2,1,0,未涉及歧視。
1245,投胎斷食法 可以瘦到見骨,1,1,0,未涉及歧視。
1246,瘦不拉姬他媽喬個車都喬不動的弱咖打78,2,1,0,未涉及歧視。
1247,ㄧ期肥婆等毒瘤推翻來贏得四期心,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1248,BMI30在八卦是瘦成皮包骨的,2,1,1,该文章涉及了关于身體羞辱的歧視。
1249,支持胖子的噁心 支持林的愛大便 呵呵,1,1,1,這篇文章涉及了身體羞辱的歧視。文章中使用了侮辱性語言，例如“胖子的噁心”和“支持林的愛大便”，這些詞語都暗示了對胖子或林的不尊重和輕蔑。這些詞語可能讓讀者產生身體羞愧感，進而導致身體羞辱的歧視。因此，這篇文章涉及了身體羞辱的歧視。
1250,道會踢輸你紙片人嗎 XDD ?,2,1,1,文章涉及身體羞辱的歧視。
1251,死肥豬,1,1,0,未涉及歧視。
1252,副作用是肥肚肚,0,0,0,未涉及歧視。
1253,委婉的說你又胖又醜的意思,1,1,1,這篇文章涉及身體羞辱的歧視。
1254,園子==,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1255,樓下沒奶子,2,1,1,文章涉及身體羞辱的歧視。
1256,所以懂的話就知道，民代立法下，就會一堆,0,0,1,文章涉及身體羞辱的歧視。
1257,菸酒色醜老頭加豬鼻富家女加網軍胖子,1,1,0,未涉及歧視。
1258,不會 沒奶 沒臉,2,1,1,文章涉及身體羞辱的歧視。
1259,後面幾張根本沒奶子  這樣很不和平,2,1,1,這篇文章涉及身體羞辱的歧視。
1260,台女比較胖腿比較粗？？？,1,1,1,文章涉及身體羞辱的歧視。
1261,但用龍妹硬上肯定會吃女拳 所以忍耐吧,1,1,1,文章涉及了身體羞辱的歧視。
1262,證明人帥真好，有錢變醜變胖也沒差,1,1,0,未涉及歧視。
1263,低能扁奶怪,2,1,0,未涉及歧視。
1264,兩點一線累到躺平是有啥好看的,0,0,1,文章涉及有關於身體羞辱的歧視。
1265,漫畫沒帶 動畫沒奶沒妹子 怎麼好看？,2,1,0,未涉及歧視。
1266,推你 幹我早看台中那死胖@^%#&?!'$,1,1,1,文章涉及身體羞辱的歧視。
1267,我真的覺得大樓應該強制加裝隱形鐵窗 不,0,0,1,文章涉及身體羞辱的歧視。
1268,美波甜不辣手我忍痛分你,1,1,0,未涉及歧視。
1269,死黑鬼胖女人，人醜心也醜,1,1,1,文章涉及有關於身體羞辱的歧視。
1270,今後就是肥宅的天下啦 瘦皮猴7414,2,1,1,這篇文章涉及身體羞辱的歧視。
1271,還是選龍妹大奶好了 關燈之後還是能用的,1,1,1,這篇文章涉及身體羞辱的歧視。
1272,身材很竹竿,2,1,0,未涉及歧視。
1273,台女有些沒奶子,2,1,0,未涉及歧視。
1274,記得去跟非洲瘦得皮包骨的小朋友說很羨慕他,2,1,0,未涉及歧視。
1275,刺青、鳥仔腳、瓜皮安全帽,2,1,0,未涉及歧視。
1276,呵呵早起運動減水桶腰?,1,1,1,文章涉及身體羞辱的歧視。
1277,幹這肥豬吧,1,1,1,這篇文章涉及身體羞辱的歧視。
1278,台男太肥太醜太矮 連雞排都不要,1,1,1,文章涉及身體羞辱的歧視。
1279,笑死 油頭也嫌 齊劉海也嫌 肥宅自己醜,1,1,1,這篇文章涉及身體羞辱的歧視。
1280,我認識一個心臟病患者也是瘦皮猴,2,1,0,未涉及歧視。
1281,不查證亂發文的大概也都是同一批你我他,0,0,1,文章涉及身體羞辱的歧視。
1282,有一兩個鳥仔腳真的太欠噓了 細到爆,2,1,1,這篇文章涉及身體羞辱的歧視。
1283,違法？違什麼法？,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
1284,沒奶再怎麼波浪也沒用,2,1,0,未涉及歧視。
1285,很會玩,0,0,3,很抱歉，我无法回答这个问题，因为没有提供文章的内容。
1286,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1287,小馮沒奶又沒屁股R，水卜櫻屌打好嗎,2,1,0,未涉及歧視。
1288,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1289,很會跑的都瘦皮猴，沒有巨的,2,1,3,很會跑的都瘦皮猴，沒有巨
1290,BMI18以下紙片人不行啦,2,1,1,這篇文章涉及身體羞辱的歧視。
1291,沒奶子給噓 貼了奶子我再補推,2,1,0,未涉及歧視。
1292,標準低一點找個醜肥龍妹應該很輕鬆,1,1,1,文章涉及身體羞辱的歧視。
1293,有幹到鳥仔咖，紙片人,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1294,說不要吃太胖 後來認豬時裡面沒有瘦的,1,1,1,這篇文章涉及身體羞辱的歧視。
1295,有小胖的臉醜嗎，沒有嘛,1,1,1,這篇文章涉及了身體羞辱的歧視。
1296,$,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
1297,人家骷髏人喝了都沒事你在那邊管,2,1,1,這篇文章涉及身體羞辱的歧視。
1298,肥可以減啊…醜，整形也是塑膠,1,1,1,這篇文章涉及身體羞辱的歧視。
1299,就典型外勞體格 瘦小扁柴,2,1,1,文章涉及身體羞辱的歧視。
1300,這種智障言論誰會信啊？,0,0,1,這篇文章涉及了身體羞辱的歧視。
1301,當初沒傳染給小孩就 嗯嗯嗯嗯嗯嗯,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1302,靠北，叫肥肚中年大叔野炊野宿，怎麼,1,1,1,文章涉及身體羞辱的歧視。
1303,扁塌屁股，貢丸插竹筷身材的女人退流行,2,1,1,文章涉及有關於身體羞辱的歧視。
1304,死肥豬臭肥宅啦,1,1,1,這篇文章涉及身體羞辱的歧視。
1305,乾瘦猴子身材好在哪？,2,1,0,未涉及歧視。
1306,kate upton肥版 很讚,0,0,0,未涉及歧視。
1307,詐騙 扁奶怪,2,1,1,文章涉及身體羞辱的歧視。
1308,智障肥婆,1,1,0,未涉及歧視。
1309,智障市 不EY,0,0,1,這篇文章涉及身體羞辱的歧視。
1310,西野真的可憐，要奶沒奶，要演技沒演,2,1,0,未涉及歧視。
1311,玻璃鳥仔腳就不要學人家開車，很危險,2,1,0,未涉及歧視。
1312,勿忘銀河星爆  西提市&歐米龍妹妹發源地,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1313,所以瘦不拉機或死胖子台男都該檢討啊 人,2,1,1,文章涉及身體羞辱的歧視。
1314,看到胖子真的會讓人覺得噁心,1,1,0,未涉及歧視。
1315,沒奶 沒救,2,1,0,未涉及歧視。
1316,他們會説打不一樣的效果較好,0,0,1,這篇文章涉及了身體羞辱的歧視。
1317,果都選肥婆,1,1,1,文章涉及身體羞辱的歧視。
1318,你朋友是骷髏人?,2,1,0,未涉及歧視。
1319,肥得跟豬一樣 長得又醜 只有兩顆大奶,1,1,0,未涉及歧視。
1320,民進黨的總是罵那些有先見之明的不愛台,0,0,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中，民進黨的總是針對那些有先見之明的不愛台，這些人被形容為「有先見之明的不愛台」。這樣的描述可能讓讀者產生身體羞愧感，並暗示這些人對台灣有負面的評價。因此，這篇文章涉及了身體羞辱的歧視。
1321,沒有胸但鳥仔腳的更多,2,1,1,文章涉及身體羞辱的歧視。
1322,神啊 求求您大發慈悲 收了萬惡肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1323,鳥仔腳真的不好看,2,1,0,未涉及歧視。
1324,五樓天天喝可樂吃洋芋片胖的跟豬一樣,1,1,0,未涉及歧視。
1325,f12.......肥宅文跟柴犬符號正式死光....跟lasda跟胡醜,0,0,1,该文章涉及了身體羞辱的歧視。
1326,反正四年後不關我的事,0,0,1,這篇文章涉及身體羞辱的歧視。
1327,錢人會讓kmt那可憐的政治獻金補滿嗎,0,0,0,未涉及歧視。
1328,都沒碰到，自己是沒奶嗎,0,0,1,文章涉及身體羞辱的歧視。
1329,教練一堆瘦皮猴好嗎= =,2,1,1,這篇文章涉及了身體羞辱的歧視。
1330,道如果得獎反而怪怪的吧,0,0,1,文章涉及身體羞辱的歧視。
1331,好想揉阿肥的肚子,0,0,1,這篇文章涉及身體羞辱的歧視。
1332,新竹人選出柯建銘超自豪，在那叫什麼,0,0,0,未涉及歧視。
1333,八成是龍妹被偶像藝人照片騙,1,1,0,未涉及歧視。
1334,跟我之前想的差不多,0,0,1,文章涉及身體羞辱的歧視。
1335,要監察院這單位動起來 要等肥婆睡醒吧,1,1,0,"要監察院這單位動起來 要等肥婆睡醒吧 

未涉及歧視。"
1336,哇靠 瘦得剩骨頭 好好保重,2,1,0,未涉及歧視。
1337,一定是扁奶又醜又龍,2,1,1,文章涉及身體羞辱的歧視。
1338,腥肝寶貝 好幾年沒進吐槽版了,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1339,墨綠大聯盟：富得流油 神豬去死,1,1,1,文章涉及身體羞辱的歧視。
1340,8+9才喜歡鳥仔腳,2,1,0,未涉及歧視。
1341,外省 肥豬 物以類聚 無恥又貪婪 死愛錢,1,1,1,這篇文章涉及了身體羞辱的歧視。
1342,人帥真好 人醜性騷擾 肥宅等妹仔報警吧,1,1,1,這篇文章涉及了身體羞辱的歧視。
1343,8+9台女 鳥仔腳也在囂張,2,1,0,未涉及歧視。
1344,不自殺聲明咧？,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1345,身高扣體重大於110滿標準的 真肥婆別做夢,1,1,0,未涉及歧視。
1346,沒這麼不堪,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1347,又醜又沒奶,2,1,1,這篇文章涉及身體羞辱的歧視。
1348,廢物支那沒義氣，學金小胖好嗎？,0,0,0,未涉及歧視。
1349,=====肥宅那麼胖還吃!!浪費資源!!想想非洲的孩子=====,1,1,1,文章涉及了身體羞辱的歧視。
1350,你想多了，他面對的是黨國一體完全執政的,0,0,1,文章涉及身體羞辱的歧視。
1351,扁奶大齡醜妹滾喇幹,2,1,0,未涉及歧視。
1352,這個id好眼熟，書唸畢業了嗎,0,0,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中使用了“好眼熟”和“書唸畢業了嗎”等詞句，這些詞句暗示了對某人的外貌或學習程度有不滿意的評價，並且可能讓被評價者產生身體羞愧感。因此，這篇文章涉及了身體羞辱的歧視。
1353,肥婆自己黑掉又要怪鄉民了,1,1,0,未涉及歧視。
1354,身心受創也太誇張,0,0,1,這篇文章涉及身體羞辱的歧視。
1355,貌平凡，但是被你們歸類到龍妹的女人,1,1,1,這篇文章涉及身體羞辱的歧視。
1356,顆顆,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1357,學五樓直接肛就對了,0,0,1,文章涉及身體羞辱的歧視。
1358,每個屁股都這麼塌也不容易,2,1,0,未涉及歧視。
1359,時中要來蹭了,0,0,1,文章涉及身體羞辱的歧視。
1360,檢舉上千案...難怪被盯上,0,0,1,這篇文章涉及身體羞辱的歧視。
1361,垃圾昶的死肥豬,1,1,0,未涉及歧視。
1362,1.5博士後援會,0,0,0,未涉及歧視。
1363,龍妹滾邊,1,1,1,根據身體羞辱定義，龍妹滾邊的文章涉及了身體羞辱的歧視。
1364,奶還好 不要給我瘦到剩骨頭 會痛,2,1,1,文章涉及身體羞辱的歧視。
1365,沒奶穿這個，很醜,2,1,0,未涉及歧視。
1366,NSFW前一批的員工真的比較有感,0,0,1,文章涉及身體羞辱的歧視。
1367,再給對方弄死一次呢,0,0,1,這篇文章涉及身體羞辱的歧視。
1368,管怎樣都要捐,0,0,1,文章涉及身體羞辱的歧視。
1369,當兩年的現在還不是一堆瘦皮猴,2,1,1,文章涉及身體羞辱的歧視。
1370,你想想嘛，太瘦淦起來像是撞骨架，會爽,2,1,1,文章涉及了身體羞辱的歧視。
1371,1你太肥2你太醜3你太臭4以上皆是,1,1,1,以上皆是涉及身體羞辱的歧視。
1372,+9腦袋空空刺半甲瘦皮猴 靠臉一樣吃,1,1,1,该文章涉及了关于身體羞辱的歧視。
1373,媽的怎麼變那麼胖 吃好睡好,1,1,0,未涉及歧視。
1374,反惡魔旅館　應該貼營養不良的骷髏人吧,2,1,1,這篇文章涉及身體羞辱的歧視。
1375,類龍妹,1,1,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1376,那些搞到鳥仔腳的根本有事,2,1,1,這篇文章涉及身體羞辱的歧視。
1377,全世界都欠那個胖宅一座諾貝爾獎,1,1,0,未涉及歧視。
1378,就是扁阿 胖的扁 瘦的扁以下省略3000字,2,1,3,根据身體羞辱的定义，文章是否涉及有關於身體羞辱的歧視取决于文章中是否有针对某人或某人的身体特征的负面评价或评论。如果文章中存在针对某人或某人的身体特征的负面评价或评论，那么文章就可能涉及有關於身體羞辱的歧視。
1379,就跟蘿莉沒奶子 但一堆蘿莉控一樣,2,1,1,文章涉及了身體羞辱的歧視。
1380,瘦皮猴國中生也在砸店 笑死,2,1,0,未涉及歧視。
1381,沒奶子怎麼選？,2,1,1,這篇文章涉及了身體羞辱的歧視。
1382,都說被我打到跑了 所以只有老照片,0,0,1,该文章涉及了身體羞辱的歧視。
1383,一堆扁奶醜女都在抵制正妹露奶阿,2,1,0,未涉及歧視。
1384,肥宅肚子流出來的油，這意思,1,1,1,這篇文章涉及身體羞辱的歧視。
1385,沒奶子就輸在起跑點了阿,2,1,1,這篇文章涉及身體羞辱的歧視。
1386,肥婆就肥婆，棉三小啦,1,1,1,這篇文章涉及身體羞辱的歧視。
1387,新政治你敢嘴？,0,0,0,未涉及歧視。
1388,男生胖還可以但是矮就真的沒救了，矮男,0,0,1,這篇文章涉及身體羞辱的歧視。
1389,瘦子又不一定好看 鳥仔腳超難看,2,1,0,未涉及歧視。
1390,修圖龍妹 最後剩一個超難聊,1,1,3,根據身體羞辱定義，“修圖龍妹 最後剩一個超難聊”可能涉及有關於身體羞辱的歧視。文章中提到了“修圖龍妹”，这是一种侮辱性用语，暗示了她的外貌或身材不够完美。此外，文章中还提到了“最後剩一個超難聊”，这是一种贬低性用语，暗示了她的社交能力或人际交往能力不佳。这些用语都可能导致被害者感到羞耻和不自在，从而被视为身體羞辱。因此，根据身體羞辱定義，文章可能涉及有關於身體羞辱的歧視。
1391,扁奶醜女干我屁事,2,1,0,未涉及歧視。
1392,死肥豬,1,1,0,未涉及歧視。
1393,會嗆鳥仔腳 不練腿吧,2,1,1,這篇文章涉及身體羞辱的歧視。
1394,麥當勞的雞塊吧,0,0,0,未涉及歧視。
1395,龍妹嘔嘔嘔,1,1,1,這篇文章涉及身體羞辱的歧視。
1396,瘦到變一把骨頭,2,1,0,未涉及歧視。
1397,你真的懂男性嗎？,0,0,1,文章涉及身體羞辱的歧視。
1398,龍妹吧,1,1,3,根據身體羞辱定義，龍妹吧的文章可能涉及有關於身體羞辱的歧視，因為文章中提到了對女性的侮辱性語言，這些語言可能讓讀者產生身體羞愧感。但是，文章中是否涉及有關於身體羞辱的歧視，需要更詳細的閱讀和分析。
1399,腿太粗...,1,1,0,未涉及歧視。
1400,家打槍的肥婆在取暖的地方嗎,1,1,0,文中并未涉及有關於身體羞辱的歧視。
1401,長得醜的肥宅又性成癮不久很痛苦,1,1,0,未涉及歧視。
1402,在ㄉ+9只剩會叫囂的瘦皮猴而已,2,1,1,這篇文章涉及身體羞辱的歧視。
1403,腿很白很細 但太瘦沒屁股沒奶,2,1,0,未涉及歧視。
1404,有很多蛇精鳥仔腳怪啊,2,1,0,未涉及歧視。
1405,沒奶子,2,1,0,未涉及歧視。
1406,示意推屁股太塌了吧,2,1,0,未涉及歧視。
1407,沒奶子就算了吧,2,1,0,未涉及歧視。
1408,很懂,0,0,3,很懂
1409,我覺得就一個地方一個地方同溫層，我當,0,0,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
1410,蔡英文把民主進步黨搞成獨裁墮落黨的下場,0,0,0,未涉及歧視。
1411,不是啊沒奶有沒奶的穿法..穿這樣根本呵呵,2,1,1,文章涉及身體羞辱的歧視。
1412,鳥仔腳難看,2,1,0,未涉及歧視。
1413,店就思夢樂最便宜，品質也還不錯,0,0,0,未涉及歧視。
1414,鳥仔腳真的噁心,2,1,0,未涉及歧視。
1415,配合度100的龍妹還有60分,1,1,1,文章涉及身體羞辱的歧視。
1416,有些肚子看起來很大 可能是肥婆啊,1,1,1,该文章涉及了关于身體羞辱的歧視。
1417,瘦皮猴站肌肉男？中國跟美國？,2,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1418,鄉民一命賠一命喔,0,0,1,這篇文章涉及身體羞辱的歧視。
1419,鳥仔腳穿短褲 能看嗎,2,1,1,這篇文章涉及身體羞辱的歧視。
1420,紙片人真的都處男在喜歡的,2,1,1,文章涉及身體羞辱的歧視。
1421,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1422,shake shack才真的讚,0,0,0,未涉及歧視。
1423,肥宅呼吸就會胖,1,1,0,未涉及歧視。
1424,二樓人還不錯就是有點醜有點矮有點肥,1,1,1,這段文字涉及身體羞辱的歧視。
1425,打PTT西斯老阿姨龍妹,1,1,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
1426,塔綠作圖班最近戰力很差哦,0,0,0,未涉及歧視。
1427,酸宗痛,0,0,1,這篇文章涉及身體羞辱的歧視。
1428,PH繼續換政確CEO啊？現在上去一堆龍妹,1,1,1,文章涉及身體羞辱的歧視。
1429,一條龍,0,0,1,這篇文章涉及身體羞辱的歧視。
1430,台灣言論自由只在罵跟党不同陣營的,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1431,找五樓騷淫叫龍妹破處,1,1,1,這篇文章涉及身體羞辱的歧視。
1432,公主肥龍一條 超愛這醜男 論外表兩,1,1,0,未涉及歧視。
1433,一定是那種瘦不拉基的高中生 但是力大,2,1,1,文章涉及身體羞辱的歧視。
1434,沒奶就沒有這個問題,2,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
1435,可憐的肥宅被增胖了 因為你不是是女的,1,1,1,该文章涉及了身體羞辱的歧視。
1436,高個屁啊 DPP連基本的都爛的一塌糊塗,2,1,1,文章涉及身體羞辱的歧視。
1437,可是很多都瘦皮猴,2,1,1,這篇文章涉及身體羞辱的歧視。
1438,沒奶子哦 奶子勒,2,1,1,這篇文章涉及身體羞辱的歧視。
1439,今天怎麼沒奶子,2,1,0,未涉及歧視。
1440,震怒 2.0,0,0,1,這篇文章涉及身體羞辱的歧視。
1441,覺青都是這種娘泡瘦皮猴嗎?,2,1,1,這篇文章涉及了身體羞辱的歧視。
1442,笑死 你做愛 要撞骨頭 瘦肉精嗎,2,1,1,這篇文章涉及身體羞辱的歧視。
1443,沒有精武門 90分,0,0,1,這篇文章涉及身體羞辱的歧視。
1444,肥宅：我真的很醜嗎 女森：不會啊,0,0,1,這篇文章涉及身體羞辱的歧視。
1445,紙片人,2,1,1,根據身體羞辱定義，“紙片人”的文章涉及了身體羞辱的歧視。
1446,肥婆閉嘴,1,1,0,未涉及歧視。
1447,我認識一個全身肌肉結果被一個瘦皮猴,2,1,0,未涉及歧視。
1448,肥宅就要配龍妹，門當戶對,1,1,1,這篇文章涉及身體羞辱的歧視。
1449,求那種紙片身材鳥仔腳 見面都在互相舔屄,2,1,0,未涉及歧視。
1450,奶子就是要越大越好，扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1451,真正共存,0,0,1,文章涉及身體羞辱的歧視。
1452,沒奶子也沒屁股，一群智障台女,2,1,0,未涉及歧視。
1453,跟團也都各走各的，等到發現找不到人早,0,0,1,文章涉及身體羞辱的歧視。
1454,都扁奶選個屁啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1455,瘦皮猴 t_t,2,1,1,這篇文章涉及身體羞辱的歧視。
1456,媽媽你自己沒奶子嗎,2,1,1,這篇文章涉及身體羞辱的歧視。
1457,龍妹超多人追的..，醒醒..,1,1,1,该文章涉及了关于身體羞辱的歧視。
1458,瘦皮猴一隻也敢學人砸店，笑死,2,1,0,未涉及歧視。
1459,自己沒錢又醜又肥,1,1,0,未涉及歧視。
1460,排骨台女不太好看其實，雖然真D瘦,2,1,1,该文章涉及了关于身體羞辱的歧視。
1461,屁股超塌..標準沒運動亞洲女身材,2,1,1,這篇文章涉及身體羞辱的歧視。
